"environment"	"difficulty"	"option.order"	"trial"	"a"	"b"	"c"
"3914"	"stable"	"easy"	"bmg"	164	-3	9	16
"3938"	"stable"	"easy"	"bmg"	165	-9	14	8
"3962"	"stable"	"easy"	"bmg"	166	22	-5	5
"3986"	"stable"	"easy"	"bmg"	167	5	-1	18
"4010"	"stable"	"easy"	"bmg"	168	-15	7	-15
"4034"	"stable"	"easy"	"bmg"	169	0	2	-6
"4058"	"stable"	"easy"	"bmg"	170	-8	-1	4
"4082"	"stable"	"easy"	"bmg"	171	-10	-4	-4
"4106"	"stable"	"easy"	"bmg"	172	-1	-1	9
"4130"	"stable"	"easy"	"bmg"	173	-17	-3	4
"4154"	"stable"	"easy"	"bmg"	174	-22	-5	11
"4178"	"stable"	"easy"	"bmg"	175	6	2	-1
"4202"	"stable"	"easy"	"bmg"	176	-5	12	15
"4226"	"stable"	"easy"	"bmg"	177	-10	-28	4
"4250"	"stable"	"easy"	"bmg"	178	-26	-13	15
"4274"	"stable"	"easy"	"bmg"	179	-23	-9	6
"4298"	"stable"	"easy"	"bmg"	180	-20	-2	3
"4322"	"stable"	"easy"	"bmg"	181	-8	19	23
"4346"	"stable"	"easy"	"bmg"	182	-4	10	-2
"4370"	"stable"	"easy"	"bmg"	183	2	-5	-4
"4394"	"stable"	"easy"	"bmg"	184	-2	-11	7
"4418"	"stable"	"easy"	"bmg"	185	12	1	5
"4442"	"stable"	"easy"	"bmg"	186	-12	15	7
"4466"	"stable"	"easy"	"bmg"	187	-16	-17	18
"4490"	"stable"	"easy"	"bmg"	188	-5	1	24
"4514"	"stable"	"easy"	"bmg"	189	-2	4	-16
"4538"	"stable"	"easy"	"bmg"	190	-1	-1	30
"4562"	"stable"	"easy"	"bmg"	191	8	-1	4
"4586"	"stable"	"easy"	"bmg"	192	-11	7	8
"4610"	"stable"	"easy"	"bmg"	193	-3	6	2
"4634"	"stable"	"easy"	"bmg"	194	-10	0	14
"4658"	"stable"	"easy"	"bmg"	195	-6	-8	-4
"4682"	"stable"	"easy"	"bmg"	196	-20	0	-9
"4706"	"stable"	"easy"	"bmg"	197	-9	3	8
"4730"	"stable"	"easy"	"bmg"	198	8	4	4
"4754"	"stable"	"easy"	"bmg"	199	-3	-2	-9
"4778"	"stable"	"easy"	"bmg"	200	7	-4	14
"14"	"stable"	"easy"	"gbm"	1	8	-10	9
"38"	"stable"	"easy"	"gbm"	2	14	-37	1
"62"	"stable"	"easy"	"gbm"	3	5	9	9
"86"	"stable"	"easy"	"gbm"	4	9	9	7
"110"	"stable"	"easy"	"gbm"	5	15	-2	-2
"134"	"stable"	"easy"	"gbm"	6	1	-5	4
"158"	"stable"	"easy"	"gbm"	7	-33	-26	12
"182"	"stable"	"easy"	"gbm"	8	7	-6	1
"206"	"stable"	"easy"	"gbm"	9	-6	-6	-12
"230"	"stable"	"easy"	"gbm"	10	9	3	-4
"254"	"stable"	"easy"	"gbm"	11	14	15	-6
"278"	"stable"	"easy"	"gbm"	12	29	-18	-8
"302"	"stable"	"easy"	"gbm"	13	-4	-21	9
"326"	"stable"	"easy"	"gbm"	14	-13	-1	1
"350"	"stable"	"easy"	"gbm"	15	8	-13	-15
"374"	"stable"	"easy"	"gbm"	16	-13	12	5
"398"	"stable"	"easy"	"gbm"	17	-9	-4	-11
"422"	"stable"	"easy"	"gbm"	18	0	7	-6
"446"	"stable"	"easy"	"gbm"	19	5	5	-29
"470"	"stable"	"easy"	"gbm"	20	-2	-2	-16
"494"	"stable"	"easy"	"gbm"	21	-3	-13	-14
"518"	"stable"	"easy"	"gbm"	22	8	7	-13
"542"	"stable"	"easy"	"gbm"	23	13	-14	-11
"566"	"stable"	"easy"	"gbm"	24	3	2	11
"590"	"stable"	"easy"	"gbm"	25	7	10	-3
"614"	"stable"	"easy"	"gbm"	26	20	-11	-3
"638"	"stable"	"easy"	"gbm"	27	21	4	-8
"662"	"stable"	"easy"	"gbm"	28	4	-15	-2
"686"	"stable"	"easy"	"gbm"	29	16	-20	-1
"710"	"stable"	"easy"	"gbm"	30	3	2	-11
"734"	"stable"	"easy"	"gbm"	31	29	-8	-2
"758"	"stable"	"easy"	"gbm"	32	0	-2	18
"782"	"stable"	"easy"	"gbm"	33	-12	-14	-14
"806"	"stable"	"easy"	"gbm"	34	-7	-8	-14
"830"	"stable"	"easy"	"gbm"	35	12	-3	-4
"854"	"stable"	"easy"	"gbm"	36	-11	-8	15
"878"	"stable"	"easy"	"gbm"	37	8	-13	10
"902"	"stable"	"easy"	"gbm"	38	14	-5	17
"926"	"stable"	"easy"	"gbm"	39	8	-26	13
"950"	"stable"	"easy"	"gbm"	40	1	-6	-11
"974"	"stable"	"easy"	"gbm"	41	29	-7	2
"998"	"stable"	"easy"	"gbm"	42	-12	12	-5
"1022"	"stable"	"easy"	"gbm"	43	4	-6	-3
"1046"	"stable"	"easy"	"gbm"	44	11	-15	-16
"1070"	"stable"	"easy"	"gbm"	45	-5	-17	6
"1094"	"stable"	"easy"	"gbm"	46	1	-7	-7
"1118"	"stable"	"easy"	"gbm"	47	2	-17	4
"1142"	"stable"	"easy"	"gbm"	48	-4	-13	-5
"1166"	"stable"	"easy"	"gbm"	49	3	-5	-9
"1190"	"stable"	"easy"	"gbm"	50	21	-3	-16
"1214"	"stable"	"easy"	"gbm"	51	2	1	4
"1238"	"stable"	"easy"	"gbm"	52	15	-7	-3
"1262"	"stable"	"easy"	"gbm"	53	-6	-14	9
"1286"	"stable"	"easy"	"gbm"	54	5	-10	1
"1310"	"stable"	"easy"	"gbm"	55	9	-13	1
"1334"	"stable"	"easy"	"gbm"	56	-4	-19	16
"1358"	"stable"	"easy"	"gbm"	57	14	3	0
"1382"	"stable"	"easy"	"gbm"	58	16	-5	9
"1406"	"stable"	"easy"	"gbm"	59	2	0	14
"1430"	"stable"	"easy"	"gbm"	60	-2	-21	-7
"1454"	"stable"	"easy"	"gbm"	61	7	10	-9
"1478"	"stable"	"easy"	"gbm"	62	23	3	15
"1502"	"stable"	"easy"	"gbm"	63	16	-18	-13
"1526"	"stable"	"easy"	"gbm"	64	27	-4	2
"1550"	"stable"	"easy"	"gbm"	65	-8	-9	-9
"1574"	"stable"	"easy"	"gbm"	66	0	15	6
"1598"	"stable"	"easy"	"gbm"	67	19	1	1
"1622"	"stable"	"easy"	"gbm"	68	5	2	11
"1646"	"stable"	"easy"	"gbm"	69	-12	3	-3
"1670"	"stable"	"easy"	"gbm"	70	14	3	19
"1694"	"stable"	"easy"	"gbm"	71	12	-8	-5
"1718"	"stable"	"easy"	"gbm"	72	6	0	4
"1742"	"stable"	"easy"	"gbm"	73	17	2	-6
"1766"	"stable"	"easy"	"gbm"	74	21	-9	-20
"1790"	"stable"	"easy"	"gbm"	75	1	-11	1
"1814"	"stable"	"easy"	"gbm"	76	1	-11	9
"1838"	"stable"	"easy"	"gbm"	77	24	-5	-17
"1862"	"stable"	"easy"	"gbm"	78	11	-4	29
"1886"	"stable"	"easy"	"gbm"	79	4	-11	-12
"1910"	"stable"	"easy"	"gbm"	80	2	7	16
"1934"	"stable"	"easy"	"gbm"	81	-1	-8	3
"1958"	"stable"	"easy"	"gbm"	82	-6	8	9
"1982"	"stable"	"easy"	"gbm"	83	11	-3	-4
"2006"	"stable"	"easy"	"gbm"	84	16	9	11
"2030"	"stable"	"easy"	"gbm"	85	-2	-1	5
"2054"	"stable"	"easy"	"gbm"	86	8	1	5
"2078"	"stable"	"easy"	"gbm"	87	7	6	0
"2102"	"stable"	"easy"	"gbm"	88	6	-6	-5
"2126"	"stable"	"easy"	"gbm"	89	2	-6	11
"2150"	"stable"	"easy"	"gbm"	90	0	-5	-11
"2174"	"stable"	"easy"	"gbm"	91	-11	-9	-2
"2198"	"stable"	"easy"	"gbm"	92	2	-4	2
"2222"	"stable"	"easy"	"gbm"	93	6	-11	-3
"2246"	"stable"	"easy"	"gbm"	94	-15	-22	12
"2270"	"stable"	"easy"	"gbm"	95	-10	-4	9
"2294"	"stable"	"easy"	"gbm"	96	9	-1	-3
"2318"	"stable"	"easy"	"gbm"	97	-8	8	10
"2342"	"stable"	"easy"	"gbm"	98	7	2	4
"2366"	"stable"	"easy"	"gbm"	99	15	-1	13
"2390"	"stable"	"easy"	"gbm"	100	-7	-11	-3
"2414"	"stable"	"easy"	"gbm"	101	5	5	4
"2438"	"stable"	"easy"	"gbm"	102	-4	2	5
"2462"	"stable"	"easy"	"gbm"	103	7	-15	5
"2486"	"stable"	"easy"	"gbm"	104	-3	16	-1
"2510"	"stable"	"easy"	"gbm"	105	11	6	1
"2534"	"stable"	"easy"	"gbm"	106	-16	7	0
"2558"	"stable"	"easy"	"gbm"	107	6	-20	-14
"2582"	"stable"	"easy"	"gbm"	108	4	-16	10
"2606"	"stable"	"easy"	"gbm"	109	16	-12	0
"2630"	"stable"	"easy"	"gbm"	110	29	-16	0
"2654"	"stable"	"easy"	"gbm"	111	10	1	-5
"2678"	"stable"	"easy"	"gbm"	112	-1	0	-8
"2702"	"stable"	"easy"	"gbm"	113	11	13	12
"2726"	"stable"	"easy"	"gbm"	114	13	11	-5
"2750"	"stable"	"easy"	"gbm"	115	8	-17	-3
"2774"	"stable"	"easy"	"gbm"	116	10	-6	-12
"2798"	"stable"	"easy"	"gbm"	117	22	-13	-16
"2822"	"stable"	"easy"	"gbm"	118	-7	11	2
"2846"	"stable"	"easy"	"gbm"	119	1	0	17
"2870"	"stable"	"easy"	"gbm"	120	22	-10	7
"2894"	"stable"	"easy"	"gbm"	121	1	-10	0
"2918"	"stable"	"easy"	"gbm"	122	10	7	16
"2942"	"stable"	"easy"	"gbm"	123	-4	3	-17
"2966"	"stable"	"easy"	"gbm"	124	6	-16	-12
"2990"	"stable"	"easy"	"gbm"	125	6	4	13
"3014"	"stable"	"easy"	"gbm"	126	0	2	-13
"3038"	"stable"	"easy"	"gbm"	127	0	-3	27
"3062"	"stable"	"easy"	"gbm"	128	-1	2	-3
"3086"	"stable"	"easy"	"gbm"	129	7	1	-5
"3110"	"stable"	"easy"	"gbm"	130	-1	-9	9
"3134"	"stable"	"easy"	"gbm"	131	-3	5	4
"3158"	"stable"	"easy"	"gbm"	132	4	4	-13
"3182"	"stable"	"easy"	"gbm"	133	12	-4	12
"3206"	"stable"	"easy"	"gbm"	134	-7	-5	-11
"3230"	"stable"	"easy"	"gbm"	135	9	-7	3
"3254"	"stable"	"easy"	"gbm"	136	2	7	-1
"3278"	"stable"	"easy"	"gbm"	137	10	-4	-6
"3302"	"stable"	"easy"	"gbm"	138	4	-30	14
"3326"	"stable"	"easy"	"gbm"	139	-14	-16	-8
"3350"	"stable"	"easy"	"gbm"	140	-7	-5	10
"3374"	"stable"	"easy"	"gbm"	141	15	-12	18
"3398"	"stable"	"easy"	"gbm"	142	20	-11	10
"3422"	"stable"	"easy"	"gbm"	143	-6	3	-5
"3446"	"stable"	"easy"	"gbm"	144	-2	-10	-16
"3470"	"stable"	"easy"	"gbm"	145	13	-13	13
"3494"	"stable"	"easy"	"gbm"	146	20	8	8
"3518"	"stable"	"easy"	"gbm"	147	-4	-5	-11
"3542"	"stable"	"easy"	"gbm"	148	5	-12	-10
"3566"	"stable"	"easy"	"gbm"	149	-3	-10	-4
"3590"	"stable"	"easy"	"gbm"	150	-2	-4	-3
"3614"	"stable"	"easy"	"gbm"	151	8	3	4
"3638"	"stable"	"easy"	"gbm"	152	3	-5	-2
"3662"	"stable"	"easy"	"gbm"	153	13	-7	6
"3686"	"stable"	"easy"	"gbm"	154	-10	-2	11
"3710"	"stable"	"easy"	"gbm"	155	2	-19	2
"3734"	"stable"	"easy"	"gbm"	156	20	-11	-12
"3758"	"stable"	"easy"	"gbm"	157	-15	-3	-5
"3782"	"stable"	"easy"	"gbm"	158	-12	-6	3
"3806"	"stable"	"easy"	"gbm"	159	8	0	-13
"3830"	"stable"	"easy"	"gbm"	160	20	-16	-14
"3854"	"stable"	"easy"	"gbm"	161	12	-4	1
"3878"	"stable"	"easy"	"gbm"	162	-6	-2	9
"3902"	"stable"	"easy"	"gbm"	163	10	-24	-8
"3926"	"stable"	"easy"	"gbm"	164	16	-3	9
"3950"	"stable"	"easy"	"gbm"	165	8	-9	14
"3974"	"stable"	"easy"	"gbm"	166	5	22	-5
"3998"	"stable"	"easy"	"gbm"	167	18	5	-1
"4022"	"stable"	"easy"	"gbm"	168	-15	-15	7
"4046"	"stable"	"easy"	"gbm"	169	-6	0	2
"4070"	"stable"	"easy"	"gbm"	170	4	-8	-1
"4094"	"stable"	"easy"	"gbm"	171	-4	-10	-4
"4118"	"stable"	"easy"	"gbm"	172	9	-1	-1
"4142"	"stable"	"easy"	"gbm"	173	4	-17	-3
"4166"	"stable"	"easy"	"gbm"	174	11	-22	-5
"4190"	"stable"	"easy"	"gbm"	175	-1	6	2
"4214"	"stable"	"easy"	"gbm"	176	15	-5	12
"4238"	"stable"	"easy"	"gbm"	177	4	-10	-28
"4262"	"stable"	"easy"	"gbm"	178	15	-26	-13
"4286"	"stable"	"easy"	"gbm"	179	6	-23	-9
"4310"	"stable"	"easy"	"gbm"	180	3	-20	-2
"4334"	"stable"	"easy"	"gbm"	181	23	-8	19
"4358"	"stable"	"easy"	"gbm"	182	-2	-4	10
"4382"	"stable"	"easy"	"gbm"	183	-4	2	-5
"4406"	"stable"	"easy"	"gbm"	184	7	-2	-11
"4430"	"stable"	"easy"	"gbm"	185	5	12	1
"4454"	"stable"	"easy"	"gbm"	186	7	-12	15
"4478"	"stable"	"easy"	"gbm"	187	18	-16	-17
"4502"	"stable"	"easy"	"gbm"	188	24	-5	1
"4526"	"stable"	"easy"	"gbm"	189	-16	-2	4
"4550"	"stable"	"easy"	"gbm"	190	30	-1	-1
"4574"	"stable"	"easy"	"gbm"	191	4	8	-1
"4598"	"stable"	"easy"	"gbm"	192	8	-11	7
"4622"	"stable"	"easy"	"gbm"	193	2	-3	6
"4646"	"stable"	"easy"	"gbm"	194	14	-10	0
"4670"	"stable"	"easy"	"gbm"	195	-4	-6	-8
"4694"	"stable"	"easy"	"gbm"	196	-9	-20	0
"4718"	"stable"	"easy"	"gbm"	197	8	-9	3
"4742"	"stable"	"easy"	"gbm"	198	4	8	4
"4766"	"stable"	"easy"	"gbm"	199	-9	-3	-2
"4790"	"stable"	"easy"	"gbm"	200	14	7	-4
"10"	"stable"	"easy"	"gmb"	1	8	9	-10
"34"	"stable"	"easy"	"gmb"	2	14	1	-37
"58"	"stable"	"easy"	"gmb"	3	5	9	9
"82"	"stable"	"easy"	"gmb"	4	9	7	9
"106"	"stable"	"easy"	"gmb"	5	15	-2	-2
"130"	"stable"	"easy"	"gmb"	6	1	4	-5
"154"	"stable"	"easy"	"gmb"	7	-33	12	-26
"178"	"stable"	"easy"	"gmb"	8	7	1	-6
"202"	"stable"	"easy"	"gmb"	9	-6	-12	-6
"226"	"stable"	"easy"	"gmb"	10	9	-4	3
"250"	"stable"	"easy"	"gmb"	11	14	-6	15
"274"	"stable"	"easy"	"gmb"	12	29	-8	-18
"298"	"stable"	"easy"	"gmb"	13	-4	9	-21
"322"	"stable"	"easy"	"gmb"	14	-13	1	-1
"346"	"stable"	"easy"	"gmb"	15	8	-15	-13
"370"	"stable"	"easy"	"gmb"	16	-13	5	12
"394"	"stable"	"easy"	"gmb"	17	-9	-11	-4
"418"	"stable"	"easy"	"gmb"	18	0	-6	7
"442"	"stable"	"easy"	"gmb"	19	5	-29	5
"466"	"stable"	"easy"	"gmb"	20	-2	-16	-2
"490"	"stable"	"easy"	"gmb"	21	-3	-14	-13
"514"	"stable"	"easy"	"gmb"	22	8	-13	7
"538"	"stable"	"easy"	"gmb"	23	13	-11	-14
"562"	"stable"	"easy"	"gmb"	24	3	11	2
"586"	"stable"	"easy"	"gmb"	25	7	-3	10
"610"	"stable"	"easy"	"gmb"	26	20	-3	-11
"634"	"stable"	"easy"	"gmb"	27	21	-8	4
"658"	"stable"	"easy"	"gmb"	28	4	-2	-15
"682"	"stable"	"easy"	"gmb"	29	16	-1	-20
"706"	"stable"	"easy"	"gmb"	30	3	-11	2
"730"	"stable"	"easy"	"gmb"	31	29	-2	-8
"754"	"stable"	"easy"	"gmb"	32	0	18	-2
"778"	"stable"	"easy"	"gmb"	33	-12	-14	-14
"802"	"stable"	"easy"	"gmb"	34	-7	-14	-8
"826"	"stable"	"easy"	"gmb"	35	12	-4	-3
"850"	"stable"	"easy"	"gmb"	36	-11	15	-8
"874"	"stable"	"easy"	"gmb"	37	8	10	-13
"898"	"stable"	"easy"	"gmb"	38	14	17	-5
"922"	"stable"	"easy"	"gmb"	39	8	13	-26
"946"	"stable"	"easy"	"gmb"	40	1	-11	-6
"970"	"stable"	"easy"	"gmb"	41	29	2	-7
"994"	"stable"	"easy"	"gmb"	42	-12	-5	12
"1018"	"stable"	"easy"	"gmb"	43	4	-3	-6
"1042"	"stable"	"easy"	"gmb"	44	11	-16	-15
"1066"	"stable"	"easy"	"gmb"	45	-5	6	-17
"1090"	"stable"	"easy"	"gmb"	46	1	-7	-7
"1114"	"stable"	"easy"	"gmb"	47	2	4	-17
"1138"	"stable"	"easy"	"gmb"	48	-4	-5	-13
"1162"	"stable"	"easy"	"gmb"	49	3	-9	-5
"1186"	"stable"	"easy"	"gmb"	50	21	-16	-3
"1210"	"stable"	"easy"	"gmb"	51	2	4	1
"1234"	"stable"	"easy"	"gmb"	52	15	-3	-7
"1258"	"stable"	"easy"	"gmb"	53	-6	9	-14
"1282"	"stable"	"easy"	"gmb"	54	5	1	-10
"1306"	"stable"	"easy"	"gmb"	55	9	1	-13
"1330"	"stable"	"easy"	"gmb"	56	-4	16	-19
"1354"	"stable"	"easy"	"gmb"	57	14	0	3
"1378"	"stable"	"easy"	"gmb"	58	16	9	-5
"1402"	"stable"	"easy"	"gmb"	59	2	14	0
"1426"	"stable"	"easy"	"gmb"	60	-2	-7	-21
"1450"	"stable"	"easy"	"gmb"	61	7	-9	10
"1474"	"stable"	"easy"	"gmb"	62	23	15	3
"1498"	"stable"	"easy"	"gmb"	63	16	-13	-18
"1522"	"stable"	"easy"	"gmb"	64	27	2	-4
"1546"	"stable"	"easy"	"gmb"	65	-8	-9	-9
"1570"	"stable"	"easy"	"gmb"	66	0	6	15
"1594"	"stable"	"easy"	"gmb"	67	19	1	1
"1618"	"stable"	"easy"	"gmb"	68	5	11	2
"1642"	"stable"	"easy"	"gmb"	69	-12	-3	3
"1666"	"stable"	"easy"	"gmb"	70	14	19	3
"1690"	"stable"	"easy"	"gmb"	71	12	-5	-8
"1714"	"stable"	"easy"	"gmb"	72	6	4	0
"1738"	"stable"	"easy"	"gmb"	73	17	-6	2
"1762"	"stable"	"easy"	"gmb"	74	21	-20	-9
"1786"	"stable"	"easy"	"gmb"	75	1	1	-11
"1810"	"stable"	"easy"	"gmb"	76	1	9	-11
"1834"	"stable"	"easy"	"gmb"	77	24	-17	-5
"1858"	"stable"	"easy"	"gmb"	78	11	29	-4
"1882"	"stable"	"easy"	"gmb"	79	4	-12	-11
"1906"	"stable"	"easy"	"gmb"	80	2	16	7
"1930"	"stable"	"easy"	"gmb"	81	-1	3	-8
"1954"	"stable"	"easy"	"gmb"	82	-6	9	8
"1978"	"stable"	"easy"	"gmb"	83	11	-4	-3
"2002"	"stable"	"easy"	"gmb"	84	16	11	9
"2026"	"stable"	"easy"	"gmb"	85	-2	5	-1
"2050"	"stable"	"easy"	"gmb"	86	8	5	1
"2074"	"stable"	"easy"	"gmb"	87	7	0	6
"2098"	"stable"	"easy"	"gmb"	88	6	-5	-6
"2122"	"stable"	"easy"	"gmb"	89	2	11	-6
"2146"	"stable"	"easy"	"gmb"	90	0	-11	-5
"2170"	"stable"	"easy"	"gmb"	91	-11	-2	-9
"2194"	"stable"	"easy"	"gmb"	92	2	2	-4
"2218"	"stable"	"easy"	"gmb"	93	6	-3	-11
"2242"	"stable"	"easy"	"gmb"	94	-15	12	-22
"2266"	"stable"	"easy"	"gmb"	95	-10	9	-4
"2290"	"stable"	"easy"	"gmb"	96	9	-3	-1
"2314"	"stable"	"easy"	"gmb"	97	-8	10	8
"2338"	"stable"	"easy"	"gmb"	98	7	4	2
"2362"	"stable"	"easy"	"gmb"	99	15	13	-1
"2386"	"stable"	"easy"	"gmb"	100	-7	-3	-11
"2410"	"stable"	"easy"	"gmb"	101	5	4	5
"2434"	"stable"	"easy"	"gmb"	102	-4	5	2
"2458"	"stable"	"easy"	"gmb"	103	7	5	-15
"2482"	"stable"	"easy"	"gmb"	104	-3	-1	16
"2506"	"stable"	"easy"	"gmb"	105	11	1	6
"2530"	"stable"	"easy"	"gmb"	106	-16	0	7
"2554"	"stable"	"easy"	"gmb"	107	6	-14	-20
"2578"	"stable"	"easy"	"gmb"	108	4	10	-16
"2602"	"stable"	"easy"	"gmb"	109	16	0	-12
"2626"	"stable"	"easy"	"gmb"	110	29	0	-16
"2650"	"stable"	"easy"	"gmb"	111	10	-5	1
"2674"	"stable"	"easy"	"gmb"	112	-1	-8	0
"2698"	"stable"	"easy"	"gmb"	113	11	12	13
"2722"	"stable"	"easy"	"gmb"	114	13	-5	11
"2746"	"stable"	"easy"	"gmb"	115	8	-3	-17
"2770"	"stable"	"easy"	"gmb"	116	10	-12	-6
"2794"	"stable"	"easy"	"gmb"	117	22	-16	-13
"2818"	"stable"	"easy"	"gmb"	118	-7	2	11
"2842"	"stable"	"easy"	"gmb"	119	1	17	0
"2866"	"stable"	"easy"	"gmb"	120	22	7	-10
"2890"	"stable"	"easy"	"gmb"	121	1	0	-10
"2914"	"stable"	"easy"	"gmb"	122	10	16	7
"2938"	"stable"	"easy"	"gmb"	123	-4	-17	3
"2962"	"stable"	"easy"	"gmb"	124	6	-12	-16
"2986"	"stable"	"easy"	"gmb"	125	6	13	4
"3010"	"stable"	"easy"	"gmb"	126	0	-13	2
"3034"	"stable"	"easy"	"gmb"	127	0	27	-3
"3058"	"stable"	"easy"	"gmb"	128	-1	-3	2
"3082"	"stable"	"easy"	"gmb"	129	7	-5	1
"3106"	"stable"	"easy"	"gmb"	130	-1	9	-9
"3130"	"stable"	"easy"	"gmb"	131	-3	4	5
"3154"	"stable"	"easy"	"gmb"	132	4	-13	4
"3178"	"stable"	"easy"	"gmb"	133	12	12	-4
"3202"	"stable"	"easy"	"gmb"	134	-7	-11	-5
"3226"	"stable"	"easy"	"gmb"	135	9	3	-7
"3250"	"stable"	"easy"	"gmb"	136	2	-1	7
"3274"	"stable"	"easy"	"gmb"	137	10	-6	-4
"3298"	"stable"	"easy"	"gmb"	138	4	14	-30
"3322"	"stable"	"easy"	"gmb"	139	-14	-8	-16
"3346"	"stable"	"easy"	"gmb"	140	-7	10	-5
"3370"	"stable"	"easy"	"gmb"	141	15	18	-12
"3394"	"stable"	"easy"	"gmb"	142	20	10	-11
"3418"	"stable"	"easy"	"gmb"	143	-6	-5	3
"3442"	"stable"	"easy"	"gmb"	144	-2	-16	-10
"3466"	"stable"	"easy"	"gmb"	145	13	13	-13
"3490"	"stable"	"easy"	"gmb"	146	20	8	8
"3514"	"stable"	"easy"	"gmb"	147	-4	-11	-5
"3538"	"stable"	"easy"	"gmb"	148	5	-10	-12
"3562"	"stable"	"easy"	"gmb"	149	-3	-4	-10
"3586"	"stable"	"easy"	"gmb"	150	-2	-3	-4
"3610"	"stable"	"easy"	"gmb"	151	8	4	3
"3634"	"stable"	"easy"	"gmb"	152	3	-2	-5
"3658"	"stable"	"easy"	"gmb"	153	13	6	-7
"3682"	"stable"	"easy"	"gmb"	154	-10	11	-2
"3706"	"stable"	"easy"	"gmb"	155	2	2	-19
"3730"	"stable"	"easy"	"gmb"	156	20	-12	-11
"3754"	"stable"	"easy"	"gmb"	157	-15	-5	-3
"3778"	"stable"	"easy"	"gmb"	158	-12	3	-6
"3802"	"stable"	"easy"	"gmb"	159	8	-13	0
"3826"	"stable"	"easy"	"gmb"	160	20	-14	-16
"3850"	"stable"	"easy"	"gmb"	161	12	1	-4
"3874"	"stable"	"easy"	"gmb"	162	-6	9	-2
"3898"	"stable"	"easy"	"gmb"	163	10	-8	-24
"3922"	"stable"	"easy"	"gmb"	164	16	9	-3
"3946"	"stable"	"easy"	"gmb"	165	8	14	-9
"3970"	"stable"	"easy"	"gmb"	166	5	-5	22
"3994"	"stable"	"easy"	"gmb"	167	18	-1	5
"4018"	"stable"	"easy"	"gmb"	168	-15	7	-15
"4042"	"stable"	"easy"	"gmb"	169	-6	2	0
"4066"	"stable"	"easy"	"gmb"	170	4	-1	-8
"4090"	"stable"	"easy"	"gmb"	171	-4	-4	-10
"4114"	"stable"	"easy"	"gmb"	172	9	-1	-1
"4138"	"stable"	"easy"	"gmb"	173	4	-3	-17
"4162"	"stable"	"easy"	"gmb"	174	11	-5	-22
"4186"	"stable"	"easy"	"gmb"	175	-1	2	6
"4210"	"stable"	"easy"	"gmb"	176	15	12	-5
"4234"	"stable"	"easy"	"gmb"	177	4	-28	-10
"4258"	"stable"	"easy"	"gmb"	178	15	-13	-26
"4282"	"stable"	"easy"	"gmb"	179	6	-9	-23
"4306"	"stable"	"easy"	"gmb"	180	3	-2	-20
"4330"	"stable"	"easy"	"gmb"	181	23	19	-8
"4354"	"stable"	"easy"	"gmb"	182	-2	10	-4
"4378"	"stable"	"easy"	"gmb"	183	-4	-5	2
"4402"	"stable"	"easy"	"gmb"	184	7	-11	-2
"4426"	"stable"	"easy"	"gmb"	185	5	1	12
"4450"	"stable"	"easy"	"gmb"	186	7	15	-12
"4474"	"stable"	"easy"	"gmb"	187	18	-17	-16
"4498"	"stable"	"easy"	"gmb"	188	24	1	-5
"4522"	"stable"	"easy"	"gmb"	189	-16	4	-2
"4546"	"stable"	"easy"	"gmb"	190	30	-1	-1
"4570"	"stable"	"easy"	"gmb"	191	4	-1	8
"4594"	"stable"	"easy"	"gmb"	192	8	7	-11
"4618"	"stable"	"easy"	"gmb"	193	2	6	-3
"4642"	"stable"	"easy"	"gmb"	194	14	0	-10
"4666"	"stable"	"easy"	"gmb"	195	-4	-8	-6
"4690"	"stable"	"easy"	"gmb"	196	-9	0	-20
"4714"	"stable"	"easy"	"gmb"	197	8	3	-9
"4738"	"stable"	"easy"	"gmb"	198	4	4	8
"4762"	"stable"	"easy"	"gmb"	199	-9	-2	-3
"4786"	"stable"	"easy"	"gmb"	200	14	-4	7
"22"	"stable"	"easy"	"mbg"	1	9	-10	8
"46"	"stable"	"easy"	"mbg"	2	1	-37	14
"70"	"stable"	"easy"	"mbg"	3	9	9	5
"94"	"stable"	"easy"	"mbg"	4	7	9	9
"118"	"stable"	"easy"	"mbg"	5	-2	-2	15
"142"	"stable"	"easy"	"mbg"	6	4	-5	1
"166"	"stable"	"easy"	"mbg"	7	12	-26	-33
"190"	"stable"	"easy"	"mbg"	8	1	-6	7
"214"	"stable"	"easy"	"mbg"	9	-12	-6	-6
"238"	"stable"	"easy"	"mbg"	10	-4	3	9
"262"	"stable"	"easy"	"mbg"	11	-6	15	14
"286"	"stable"	"easy"	"mbg"	12	-8	-18	29
"310"	"stable"	"easy"	"mbg"	13	9	-21	-4
"334"	"stable"	"easy"	"mbg"	14	1	-1	-13
"358"	"stable"	"easy"	"mbg"	15	-15	-13	8
"382"	"stable"	"easy"	"mbg"	16	5	12	-13
"406"	"stable"	"easy"	"mbg"	17	-11	-4	-9
"430"	"stable"	"easy"	"mbg"	18	-6	7	0
"454"	"stable"	"easy"	"mbg"	19	-29	5	5
"478"	"stable"	"easy"	"mbg"	20	-16	-2	-2
"502"	"stable"	"easy"	"mbg"	21	-14	-13	-3
"526"	"stable"	"easy"	"mbg"	22	-13	7	8
"550"	"stable"	"easy"	"mbg"	23	-11	-14	13
"574"	"stable"	"easy"	"mbg"	24	11	2	3
"598"	"stable"	"easy"	"mbg"	25	-3	10	7
